quarter,qoq_pct
1966Q4,0.8204034288907813
1967Q1,0.8857933144789998
1967Q2,0.06135146938617275
1967Q3,0.9460760263042101
1967Q4,0.7538533217112953
1968Q1,2.0392710386833324
1968Q2,1.6703730044944853
1968Q3,0.7745185610438465
1968Q4,0.39277409902507276
1969Q1,1.5644306691076748
1969Q2,0.3033539461847701
1969Q3,0.6599523551194642
1969Q4,-0.48820905035055207
1970Q1,-0.1488917136788115
1970Q2,0.14171841501762206
1970Q3,0.9214673849564647
1970Q4,-1.0715731732062195
1971Q1,2.716149225838893
1971Q2,0.5408166883097643
1971Q3,0.8224468254407702
1971Q4,0.234864641128274
1972Q1,1.8372159119672382
1972Q2,2.2692875057543915
1972Q3,0.9440896315751957
1972Q4,1.6744358499800605
1973Q1,2.4749417308557398
1973Q2,1.0887434340660196
1973Q3,-0.5258383288382795
1973Q4,0.9492308406954919
1974Q1,-0.8597052648146919
1974Q2,0.23769701068907523
1974Q3,-0.9452773845007756
1974Q4,-0.38840577220465855
1975Q1,-1.2176343312886084
1975Q2,0.7147011894339972
1975Q3,1.712044616233399
1975Q4,1.3470928953975836
1976Q1,2.249467623247048
1976Q2,0.7333740376798126
1976Q3,0.5474075847426096
1976Q4,0.7226035711748402
1977Q1,1.1862331478426524
1977Q2,1.9419235219494402
1977Q3,1.8031649722156429
1977Q4,0.001992779642701059
1978Q1,0.319842139570925
1978Q2,3.864772683799611
1978Q3,1.0057487547670219
1978Q4,1.3441254208500286
1979Q1,0.17959381379095696
1979Q2,0.10674528822540719
1979Q3,0.7428046876444716
1979Q4,0.2500451694941619
1980Q1,0.31457115392630186
1980Q2,-2.0604348641575676
1980Q3,-0.11885474978821087
1980Q4,1.8649233201466497
1981Q1,1.9594222106853687
1981Q2,-0.7410757067079277
1981Q3,1.197502074963408
1981Q4,-1.0895967316235544
1982Q1,-1.5536446424985861
1982Q2,0.45617712847594305
1982Q3,-0.3822668357868153
1982Q4,0.04000878796246443
1983Q1,1.3177904101375981
1983Q2,2.2755202453599743
1983Q3,1.9989546084432597
1983Q4,2.0861826282885465
1984Q1,1.9547903421914148
1984Q2,1.72776158649941
1984Q3,0.9640100468944812
1984Q4,0.8207729448110435
1985Q1,0.9689792275400899
1985Q2,0.8804735728179081
1985Q3,1.5272714228687922
1985Q4,0.7434491447220193
1986Q1,0.9337476298391323
1986Q2,0.4502963552820649
1986Q3,0.9566680366350555
1986Q4,0.5363928796076722
1987Q1,0.7418449354178902
1987Q2,1.0781776439800383
1987Q3,0.8671780251486849
1987Q4,1.7169568645530875
1988Q1,0.5168825405082789
1988Q2,1.3140322788294911
1988Q3,0.5859696453140995
1988Q4,1.332456056364184
1989Q1,1.016394950898869
1989Q2,0.7630996574299775
1989Q3,0.7407356250722863
1989Q4,0.19698105538052957
1990Q1,1.0928820446238552
1990Q2,0.36297003021481533
1990Q3,0.06658167932800385
1990Q4,-0.9104045569679919
1991Q1,-0.4679406451076118
1991Q2,0.7796890568610104
1991Q3,0.5053586865160886
1991Q4,0.34854484461859236
1992Q1,1.1972522099874316
1992Q2,1.0843032755055937
1992Q3,0.9881101865980568
1992Q4,1.0428555994048683
1993Q1,0.16694372234020705
1993Q2,0.5821709439287392
1993Q3,0.477154822775705
1993Q4,1.360149302911906
1994Q1,0.9703629882517051
1994Q2,1.355182630845131
1994Q3,0.5845845553328566
1994Q4,1.1455701559946796
1995Q1,0.3547805075420518
1995Q2,0.298322846097121
1995Q3,0.8507255022384363
1995Q4,0.6790820510536255
1996Q1,0.7490501226268043
1996Q2,1.6679441018912833
1996Q3,0.8970337411311258
1996Q4,1.0383695301930063
1997Q1,0.6454431985977394
1997Q2,1.665217830555843
1997Q3,1.2485689750959317
1997Q4,0.8538602727445443
1998Q1,1.0037531320823412
1998Q2,0.9256878799962953
1998Q3,1.258940271371034
1998Q4,1.609196570958149
1999Q1,0.9394337487217186
1999Q2,0.8347428958686454
1999Q3,1.3258832295057754
1999Q4,1.6406670865683814
2000Q1,0.36279340872638066
2000Q2,1.8212878131352639
2000Q3,0.10193258635609048
2000Q4,0.5970387927816567
2001Q1,-0.3277988076401672
2001Q2,0.624502930243831
2001Q3,-0.40063919531907466
2001Q4,0.2747754478590769
2002Q1,0.8363586564324121
2002Q2,0.6127065840058066
2002Q3,0.4065114300350947
2002Q4,0.12360505255195608
2003Q1,0.5266419858050542
2003Q2,0.885621672871495
2003Q3,1.663199956971062
2003Q4,1.160721398176312
2004Q1,0.5666514539569345
2004Q2,0.7749523237421174
2004Q3,0.9485938887930923
2004Q4,1.0202081286209586
2005Q1,1.1093633541958248
2005Q2,0.4926244548107306
2005Q3,0.7838140345072908
2005Q4,0.5555165396517348
2006Q1,1.3453837684874737
2006Q2,0.25875276349554
2006Q3,0.1499559256315619
2006Q4,0.8594498006118778
2007Q1,0.30083566670564554
2007Q2,0.6117619579946387
2007Q3,0.5760257959612325
2007Q4,0.6282367318126258
2008Q1,-0.42676432089947536
2008Q2,0.5954282618129358
2008Q3,-0.5252580505168858
2008Q4,-2.189026595298116
2009Q1,-1.1348742974823023
2009Q2,-0.1786509506351064
2009Q3,0.3511923951750484
2009Q4,1.0809136508185713
2010Q1,0.48450095056860043
2010Q2,0.9675861183124024
2010Q3,0.7710849360473171
2010Q4,0.5251102608268665
2011Q1,-0.23720489710901127
2011Q2,0.6765822931436682
2011Q3,-0.022312735917140447
2011Q4,1.1230490567579965
2012Q1,0.838590819971663
2012Q2,0.4463347461653111
2012Q3,0.14402799732293747
2012Q4,0.11564055376036553
2013Q1,0.9865606638638447
2013Q2,0.26763633481292626
2013Q3,0.851393569084391
2013Q4,0.8717417534272576
2014Q1,-0.34509598528477126
2014Q2,1.2918421292132942
2014Q3,1.2153914093167906
2014Q4,0.5057331362120498
2015Q1,0.9004849775657187
2015Q2,0.6194050867588619
2015Q3,0.4002450612528241
2015Q4,0.18447912646364362
2016Q1,0.5795194060450148
2016Q2,0.3211240684381167
2016Q3,0.7093902550786346
2016Q4,0.5542991127484687
2017Q1,0.48689021004175714
2017Q2,0.5598725623111145
2017Q3,0.7885241305547019
2017Q4,1.1270466267692791
2018Q1,0.8134098018182323
2018Q2,0.5308251410129694
2018Q3,0.6236974253114314
2018Q4,0.1416442191157108
2019Q1,0.6243180824466066
2019Q2,0.8351458407085399
2019Q3,1.170001856591063
2019Q4,0.6818778695641736
2020Q1,-1.3163216720462723
2020Q2,-7.876784495711386
2020Q3,7.762279174873354
2020Q4,1.1335151104298946
2021Q1,1.3958164607909662
2021Q2,1.701891279127632
2021Q3,0.8250528696774451
2021Q4,1.7157551628220968
2022Q1,-0.2547986271335234
2022Q2,0.15654700217164752
2022Q3,0.7218995545372753
2022Q4,0.6902403886895891
2023Q1,0.723850896464695
2023Q2,0.6278719587201387
2023Q3,1.1536060385556546
2023Q4,0.8440571465622604
2024Q1,0.2098613427756968
2024Q2,0.8854862935244512
2024Q3,0.8247780216767531
2024Q4,0.4598746857240599
2025Q1,-0.16251640448184945
2025Q2,0.9459997171759493
