M.BCPI,M.BCNE,M.ENER,M.MTLS,M.FOPR,M.AGRI,M.FISH,quarter,M.BCPI_growth,M.BCNE_growth,M.ENER_growth,M.MTLS_growth,M.FOPR_growth,M.AGRI_growth,M.FISH_growth
263.33,235.14,412.9166666666667,263.92333333333335,299.84666666666664,174.79666666666665,607.36,1994Q2,0.2678072802964948,-1.5230410564963104,4.573811594080568,4.095343272593421,-3.5573376790462463,-3.4912396937573753,-0.4251691386226275
262.36,234.95666666666668,408.7033333333334,280.51,305.15333333333336,158.79666666666665,612.1466666666666,1994Q3,-0.36835909315307,-0.07796773553343517,-1.0203834510595255,6.284653371559923,1.7697934499855794,-9.153492629531456,0.7881102915349381
264.4433333333333,242.33,390.34,308.87,313.91333333333336,154.5533333333333,607.32,1994Q4,0.794074299944092,3.138167321633767,-4.493071584115638,10.110156500659517,2.8706879601511748,-2.6721803564306645,-0.7884820631221201
271.6333333333333,252.17666666666665,387.54,316.69666666666666,326.05333333333334,162.25666666666666,686.6633333333333,1995Q1,2.718918987054564,4.063329619389533,-0.7173233591228012,2.5339679045121466,3.867309448467715,4.98425570461114,13.064501964916886
274.1266666666666,252.45,400.3233333333333,309.56666666666666,325.43,167.70333333333335,681.91,1995Q2,0.9179040373051617,0.1083896210328783,3.298584232165269,-2.2513656600953613,-0.1911752678498413,3.3568214968054955,-0.6922363700794687
283.31333333333333,270.25666666666666,374.41333333333336,317.41,355.93333333333334,182.1,662.4033333333333,1995Q3,3.3512488144167074,7.05354195550274,-6.472268249831381,2.533649187035647,9.37323950875253,8.584603764584276,-2.8605925513142005
289.92333333333335,273.4066666666667,396.06,304.8233333333333,369.8333333333333,184.82666666666668,664.1899999999999,1995Q4,2.3331058662964477,1.1655586664528927,5.781489263202877,-3.9654285204204998,3.905225697696202,1.4973457807065937,0.2697248906758709
290.43,262.78333333333336,442.41,301.15000000000003,341.07666666666665,186.5133333333333,627.3966666666666,1996Q1,0.1747588442921666,-3.885542903123551,11.702772307226184,-1.2050696031581043,-7.775574583145561,0.9125667291876693,-5.539579537983608
298.65000000000003,269.99333333333334,456.0366666666667,294.4433333333333,342.61,207.85666666666663,628.4033333333333,1996Q2,2.830286127466186,2.743705207078073,3.0800991538768807,-2.2270186507277745,0.4495567956373625,11.443328448368305,0.1604513890733683
295.1,264.1666666666667,460.2766666666666,276.5833333333333,354.7166666666667,193.27,637.3100000000001,1996Q3,-1.1886824041520194,-2.1580779772339964,0.9297498008200789,-6.065683266729316,3.5336582897950164,-7.017656397838234,1.4173487303801746
302.82,256.9166666666667,533.25,275.39,354.1333333333334,173.49,810.13,1996Q4,2.616062351745163,-2.7444794952681373,15.85423259923382,-0.43145525760771575,-0.16445050039937126,-10.234387126817401,27.117101567526003
296.81,253.74666666666667,519.3866666666667,288.77666666666664,340.12666666666667,168.39,877.1633333333333,1997Q1,-1.9846773660920691,-1.2338631203373418,-2.599781215814978,4.860985027294618,-3.955195783132548,-2.9396507003285666,8.27439217574133
281.18333333333334,256.3333333333333,427.09,286.77333333333337,343.7933333333333,172.97666666666666,881.1666666666666,1997Q2,-5.264872028121248,1.0193894172665585,-17.770318837603327,-0.6937310262832619,1.0780297536211902,2.7238355405111214,0.4563954261654013
275.02333333333337,247.39,429.79333333333335,284.44666666666666,325.72333333333336,169.53666666666666,740.64,1997Q3,-2.1907415090984372,-3.488946684005201,0.63296572931546,-0.8113260182257886,-5.256064690026941,-1.9887075328078874,-15.947796481936827
276.30333333333334,237.85666666666663,474.1366666666667,266.77666666666664,314.77333333333337,161.44333333333336,985.4066666666666,1997Q4,0.46541505569224206,-3.8535645472061786,10.317361832818882,-6.212060843274669,-3.3617487233541743,-4.773795245866164,33.04799452725571
249.57666666666668,224.9633333333333,385.6233333333333,252.57,296.8933333333334,153.07666666666668,949.6466666666666,1998Q1,-9.672943986681304,-5.420631472735671,-18.668316448843882,-5.3253033123836335,-5.680277871907824,-5.182416947122837,-3.6289586025397336
245.32666666666668,223.7133333333333,368.67,245.66666666666663,294.41333333333336,156.94,911.0066666666668,1998Q2,-1.7028835494771188,-0.5556461052912298,-4.396345311054805,-2.733235670639178,-0.8353168365743069,2.523789822093492,-4.068881759531607
233.61333333333332,213.09,350.77666666666664,235.82,293.51666666666665,137.6233333333333,857.8333333333334,1998Q3,-4.774586265931157,-4.748636648091297,-4.853482337411064,-4.008141112618713,-0.30456048186224827,-12.3083131557708,-5.836766653738367
227.97333333333336,205.9766666666667,350.26,230.9933333333333,285.46,129.81666666666666,837.5799999999999,1998Q4,-2.414245762228162,-3.3381826145447047,-0.14729219921506553,-2.0467588273542003,-2.7448753619896626,-5.6724877079952325,-2.3609869827083907
230.4633333333333,212.77,338.86999999999995,227.56,299.08,136.85,883.1566666666668,1999Q1,1.0922330097087096,3.2981081999579276,-3.2518700393993183,-1.4863343819446317,4.771246409304286,5.417897034279107,5.441470267516757
252.74666666666667,220.1833333333333,413.9266666666667,235.36666666666667,309.7733333333333,142.46333333333334,852.31,1999Q2,9.6689278120887,3.4842004668577786,22.14910339264813,3.430597058651208,3.5754090321430176,4.101814638899048,-3.4927740265034313
271.80333333333334,224.07,494.7133333333333,250.0133333333333,318.56,136.9333333333333,870.2233333333334,1999Q3,7.539829077864524,1.7651956702747773,19.51714474383546,6.222914601331242,2.8364825894202195,-3.8817005545286665,2.101739195050323
281.8,224.76666666666665,544.3166666666667,265.9766666666667,306.4066666666667,140.07000000000002,873.7766666666666,1999Q4,3.677904367128204,0.3109147439044335,10.026682118937579,6.384992800384004,-3.815084547128733,2.2906523855891203,0.40832429989234864
304.22333333333336,235.02,604.2966666666666,278.16,318.1433333333334,148.72333333333333,894.4533333333334,2000Q1,7.957180033120426,4.561767759157664,11.019320861018379,4.5806023084731695,3.830421444267973,6.1778634492277495,2.36635601011701
320.5933333333333,228.50333333333333,703.4466666666667,265.98,300.41333333333336,154.57333333333335,917.8066666666668,2000Q2,5.3809153363208795,-2.7728136612486964,16.407504040509924,-4.378774805867125,-5.572959777039699,3.9334782706143656,2.610905730129409
333.6933333333333,217.17666666666665,813.79,268.81333333333333,274.9866666666667,148.36333333333334,868.6999999999999,2000Q3,4.086173553203443,-4.9568934078277564,15.686097974733926,1.0652430007268565,-8.463894190226807,-4.017510566721305,-5.35043691118684
352.85,210.18,955.71,259.11333333333334,264.76666666666665,145.8166666666667,824.89,2000Q4,5.740799936069063,-3.2216475066382144,17.439388540041058,-3.608451961708248,-3.716543832428254,-1.7165067739108864,-5.0431679521123485
332.2133333333333,207.9766666666667,857.4766666666668,256.95666666666665,259.43666666666667,145.53,936.3766666666668,2001Q1,-5.848566435217995,-1.0483077996637724,-10.278571254181001,-0.8323256232793952,-2.0130932896890275,-0.19659389644532954,13.515337398521844
317.75333333333333,230.53,693.8966666666666,250.2433333333333,304.26,168.21666666666667,919.7266666666666,2001Q2,-4.352624819393158,10.84416521084095,-19.076903939077074,-2.612632480184729,17.277177474271177,15.588996541377487,-1.7781305955936744
