quarter,Consumption_growth_forecast,Government_growth_forecast,Investment_growth_forecast,Exports_growth_forecast,Imports_growth_forecast,CPI_growth_forecast,Unemployment_rate_forecast,Population_growth_forecast,tbill_3m_forecast
2019Q1,0.24289354122586793,0.6983372772695389,-3.3156020193780336,0.18317927038968307,-2.1662557870502006,-0.13264947520170922,5.752982719488982,0.30146906597415,1.5997005861073448
2019Q2,0.4075810849456156,0.511642281963693,-4.50197952521319,-0.32898146521867133,-2.9887263538945135,-0.17897838571607028,5.952095515644622,0.25166735335673796,1.5441866175573584
2019Q3,0.4418838161224792,0.6246322139606737,-3.7037606065962905,0.32838862663370705,-1.8089399524076768,0.05879065725621113,6.094151340332199,0.4022957227769321,1.6268295718100703
2019Q4,0.49363509374785886,0.7173112924132199,-2.6345552050117185,0.759944080373554,-1.1154271199016783,0.1613710148238461,6.17359511608581,0.43178382434357343,1.587064209378981
2020Q1,0.485059333373839,0.7067905978113114,-2.8365631096796333,0.6630257069972281,-1.1208974147319957,0.10312208054625566,6.254044150392984,0.31530396399829863,1.5180726350927618
2020Q2,0.4492733623395375,0.6901241770385145,-3.370450338326237,0.4412535584982926,-1.425396492868206,0.044361845821648815,6.351626728002231,0.2976895465990509,1.554478076251124
2020Q3,0.44774594374343146,0.6880799039251326,-3.06180191702566,0.5402382790510458,-1.4227246039306074,0.10519354795315833,6.442375833127843,0.38670309050187923,1.6103995570053546
2020Q4,0.4643444343712102,0.7024322788673398,-2.490154800862751,0.8143710974440523,-1.082596329314267,0.14994724996628572,6.513260837221047,0.39739501888060136,1.5856643951388463
