quarter,cpi_qoq,unemp_qoq,pop_qoq,cons_qoq,gfcf_qoq,gov_cons_qoq,exports_qoq,imports_qoq,M.BCNE_qoq,M.ENER_qoq
2025Q2,0.5606733201848455,3.6172842566350525,0.24417459040418146,-0.0015126606631182594,-0.00808688152570202,-0.0008403242922386733,0.0021726447053760575,-0.005399087478402283,-0.0073680484921947904,0.07005664607384174
2025Q3,0.5093055536302331,5.3550696939693765,0.24198706384001908,-0.001369422370599217,-0.009457802606451725,0.0019544082042613512,0.0008055974086471698,-0.009095925669995269,-0.009084265675017899,0.05249222267862108
2025Q4,0.5037647460742336,5.905215933813679,0.23522547634001664,-0.001330866806224082,-0.009999477878455277,0.0028698748791220648,-0.0015571689336954537,-0.009447576704005686,-0.003993263552567744,0.05431006222372398
2026Q1,0.511996055817795,6.022011976800302,0.2319122581952762,-0.001102960220816368,-0.009808134620783853,0.0033028754550151517,-0.002072152843481477,-0.009093192746069593,-0.000611893924597124,0.060681797060874405
2026Q2,0.5210636172844829,5.998515492619208,0.2308172915252406,-0.0010198331894015055,-0.009485111557589302,0.0034891134653104823,-0.0020967103897293854,-0.008714366128772664,0.0009304085868172638,0.06418298736837212
2026Q3,0.5267091277562053,5.956390483676561,0.23069381124976782,-0.0009759372748645359,-0.009315524083199822,0.0035477022120848434,-0.0020613251175008195,-0.00853945977075151,0.0015132686003521893,0.0655373728265205
2026Q4,0.5295000987623896,5.921901349995506,0.23095358551880557,-0.0009528222116193736,-0.00925259132874837,0.003559565010369284,-0.0020253349462370502,-0.008460614371340845,0.001668927567090579,0.06588243700711832
2027Q1,0.5307084627033407,5.9016510703662854,0.23129840895104412,-0.0009423521725765416,-0.009241626149612898,0.003557609333645271,-0.0020039728266738055,-0.008434039493676597,0.0016760277483282657,0.06587880597239618
