quarter,gdp_level,cpi_level
2025Q2,2463011.018836155,163.94739367684548
2025Q3,2482444.331655285,165.20199811319029
2025Q4,2515002.3039395288,166.6854855661901
2026Q1,2540280.761767167,168.25644237661936
2026Q2,2562474.458453756,170.26479280989264
2026Q3,2591040.4580159825,172.69315540629276
2026Q4,2624778.6493992647,175.4649925159837
2027Q1,2653192.977563979,178.52918268954016
