quarter,gdp_level,cpi_level
2025Q2,2467765.523337151,163.71140612033753
2025Q3,2486116.321780498,164.64624795449888
2025Q4,2508015.1425567605,165.06592542140302
2026Q1,2516063.4164590347,165.11256101326228
2026Q2,2515158.9025791027,165.25178204958235
2026Q3,2517300.7105875206,165.0729541989896
2026Q4,2521824.389290446,164.61059779882356
2027Q1,2515097.6823065276,164.01056467821556
