quarter,gdp_level,cpi_level
2025Q2,2451708.081121715,163.80372552190775
2025Q3,2456813.5394826913,164.26312600726726
2025Q4,2462695.833518766,164.6405537916845
2026Q1,2467944.728735701,164.94493385735922
2026Q2,2472889.3176060976,165.1765651246616
2026Q3,2477413.8540424546,165.33917173175374
2026Q4,2481505.7081665266,165.43667162521993
2027Q1,2485154.660863231,165.47360388996663
